"","csu_id","trap_id","year","week","trap_date","county","method","genus","spp","sex","no_gravid","no_deplete","total","test_code","seq","cq"
"3062","CSU9960","LV-104",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,4,4,0,0,NA
"3063","CSU9961","FC-047",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,8,8,1,1,NA
"3064","CSU9962","FC-047",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,5,5,0,0,NA
"3065","CSU9963","LV-074",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,22,22,0,0,NA
"3066","CSU9964","LV-074",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3067","CSU9965","FC-046",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,9,9,0,0,NA
"3068","CSU9966","FC-046",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,4,4,0,0,NA
"3069","CSU9967","LV-089",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,50,50,0,0,NA
"3070","CSU9968","LV-089",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,9,9,0,0,NA
"3071","CSU9969","LV-089",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,12,12,0,0,NA
"3072","CSU9970","FC-050",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,NA
"3073","CSU9971","FC-050",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,8,8,0,0,NA
"3074","CSU9972","FC-023",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3075","CSU9973","LV-110",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3076","CSU9974","LV-110",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,4,4,0,0,NA
"3077","CSU9975","FC-059",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3078","CSU9976","FC-059",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,9,9,1,1,NA
"3079","CSU9977","FC-027",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3080","CSU9978","FC-027",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3081","CSU9979","FC-004",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3082","CSU9980","FC-004",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,1,1,0,0,NA
"3083","CSU9981","FC-088gr",2016,34,2016-08-23,"LC","G","Cx.","pipiens","F",35,0,35,1,1,NA
"3084","CSU9982","FC-074",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3085","CSU9983","FC-074",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,1,1,0,0,NA
"3086","CSU9984","FC-075gr",2016,34,2016-08-23,"LC","G","Cx.","pipiens","F",50,0,50,1,1,NA
"3087","CSU9985","FC-075gr",2016,34,2016-08-23,"LC","G","Cx.","pipiens","F",46,0,46,0,0,NA
"3088","CSU9986","FC-053",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,25,25,0,0,NA
"3089","CSU9987","FC-053",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,5,5,0,0,NA
"3090","CSU9988","FC-039",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3091","CSU9989","FC-064",2016,34,2016-08-23,"LC","L","Cx.","tarsalis","F",0,11,11,0,0,NA
"3092","CSU9990","FC-064",2016,34,2016-08-23,"LC","L","Cx.","pipiens","F",0,5,5,0,0,NA
"3093","CSU9991","LV-020",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,14,14,1,1,NA
"3094","CSU9992","FC-061",2016,34,2016-08-24,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3095","CSU9993","FC-052",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,9,9,0,0,NA
"3096","CSU9994","FC-075",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,18,18,0,0,NA
"3097","CSU9995","FC-073",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,23,23,0,0,NA
"3098","CSU9996","FC-073",2016,34,2016-08-24,"LC","L","Cx.","pipiens","F",0,7,7,0,0,NA
"3099","CSU9997","FC-041",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,43,43,0,0,NA
"3100","CSU9998","FC-041",2016,34,2016-08-24,"LC","L","Cx.","pipiens","F",0,20,20,0,0,NA
"3101","CSU9999","FC-090gr",2016,34,2016-08-24,"LC","G","Cx.","pipiens","F",50,0,50,1,1,NA
"3102","CSU10000","FC-090gr",2016,34,2016-08-24,"LC","G","Cx.","pipiens","F",50,0,50,1,1,NA
"3103","CSU10001","FC-090gr",2016,34,2016-08-24,"LC","G","Cx.","pipiens","F",50,0,50,1,1,NA
"3104","CSU10002","FC-090gr",2016,34,2016-08-24,"LC","G","Cx.","pipiens","F",13,0,13,0,0,NA
"3105","CSU10003","FC-060",2016,34,2016-08-24,"LC","L","Cx.","pipiens","F",0,1,1,0,0,NA
"3106","CSU10004","FC-011",2016,34,2016-08-24,"LC","L","Cx.","pipiens","F",0,21,21,0,0,NA
"3107","CSU10005","FC-063",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3108","CSU10006","FC-063gr",2016,34,2016-08-24,"LC","G","Cx.","pipiens","F",50,0,50,1,1,NA
"3109","CSU10007","FC-063gr",2016,34,2016-08-24,"LC","G","Cx.","pipiens","F",49,0,49,0,0,NA
"3110","CSU10008","FC-015",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3111","CSU10009","FC-058",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3112","CSU10010","FC-049",2016,34,2016-08-24,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3113","CSU10011","FC-049",2016,34,2016-08-24,"LC","L","Cx.","pipiens","F",0,8,8,0,0,NA
"3114","CSU10012","FC-066gr",2016,34,2016-08-25,"LC","G","Cx.","pipiens","F",50,0,50,0,0,NA
"3115","CSU10013","FC-066gr",2016,34,2016-08-25,"LC","G","Cx.","pipiens","F",10,0,10,0,0,NA
"3116","CSU10014","FC-066",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3117","CSU10015","FC-066",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,6,6,0,0,NA
"3118","CSU10016","FC-019",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3119","CSU10017","FC-091gr",2016,34,2016-08-25,"LC","G","Cx.","pipiens","F",3,0,3,0,0,NA
"3120","CSU10018","FC-067",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,10,10,0,0,NA
"3121","CSU10019","FC-067",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,6,6,0,0,NA
"3122","CSU10020","FC-092gr",2016,34,2016-08-25,"LC","G","Cx.","pipiens","F",4,0,4,0,0,NA
"3123","CSU10021","FC-036",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3124","CSU10022","FC-036",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3125","CSU10023","FC-040",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3126","CSU10024","FC-040",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,13,13,1,1,NA
"3127","CSU10025","FC-006",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3128","CSU10026","FC-006",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,22,22,0,0,NA
"3129","CSU10027","FC-040gr",2016,34,2016-08-25,"LC","G","Cx.","pipiens","F",29,0,29,1,0,NA
"3130","CSU10028","FC-069",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3131","CSU10029","FC-069",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3132","CSU10030","FC-014",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3133","CSU10031","FC-038",2016,34,2016-08-25,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3134","CSU10032","FC-038",2016,34,2016-08-25,"LC","L","Cx.","pipiens","F",0,12,12,0,0,NA
"3135","CSU10033","FC-075",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,NA
"3136","CSU10034","FC-075",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,6,6,0,0,NA
"3137","CSU10035","FC-031",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,NA
"3138","CSU10036","FC-075gr",2016,35,2016-08-29,"LC","G","Cx.","pipiens","F",48,0,48,1,0,NA
"3139","CSU10037","FC-046",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,6,6,0,0,NA
"3140","CSU10038","FC-047",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,5,5,1,0,NA
"3141","CSU10039","FC-064",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,NA
"3142","CSU10040","FC-039",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,NA
"3143","CSU10041","FC-074",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,NA
"3144","CSU10042","FC-053",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,11,11,0,0,NA
"3145","CSU10043","FC-053",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3146","CSU10044","FC-088gr",2016,35,2016-08-29,"LC","G","Cx.","pipiens","F",10,0,10,1,0,NA
"3147","CSU10045","FC-027",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,14,14,0,0,NA
"3148","CSU10046","FC-027",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,30,30,0,0,NA
"3149","CSU10047","FC-004",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,10,10,0,0,NA
"3150","CSU10048","FC-004",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3151","CSU10049","FC-059",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,NA
"3152","CSU10050","FC-059",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,7,7,0,0,NA
"3153","CSU10051","FC-023",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,NA
"3154","CSU10052","FC-050",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,NA
"3155","CSU10053","FC-050",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,10,10,1,0,NA
"3156","CSU10054","LV-095",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,NA
"3157","CSU10055","LV-069",2016,35,2016-08-29,"LC","L","Cx.","tarsalis","F",0,19,19,0,0,NA
"3158","CSU10056","LV-069",2016,35,2016-08-29,"LC","L","Cx.","pipiens","F",0,6,6,0,0,NA
"3159","CSU10057","LV-104",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3160","CSU10058","LV-104",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3161","CSU10059","LV-089",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,11,11,0,0,NA
"3162","CSU10060","LV-110",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,NA
"3163","CSU10061","LV-020",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,9,9,0,0,NA
"3164","CSU10062","FC-038",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,NA
"3165","CSU10063","FC-038",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,23,23,0,0,NA
"3166","CSU10064","FC-034",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3167","CSU10065","FC-069",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3168","CSU10066","FC-040",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,14,14,0,0,NA
"3169","CSU10067","FC-040gr",2016,35,2016-08-30,"LC","G","Cx.","pipiens","F",37,0,37,1,0,NA
"3170","CSU10068","FC-092gr",2016,35,2016-08-30,"LC","G","Cx.","pipiens","F",6,0,6,1,0,NA
"3171","CSU10069","FC-036",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,NA
"3172","CSU10070","FC-036",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3173","CSU10071","FC-006",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3174","CSU10072","FC-006",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3175","CSU10073","FC-072",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,10,10,0,0,NA
"3176","CSU10074","FC-072",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,4,4,0,0,NA
"3177","CSU10075","FC-067",2016,35,2016-08-30,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,NA
"3178","CSU10076","FC-091gr",2016,35,2016-08-30,"LC","G","Cx.","pipiens","F",3,0,3,0,0,NA
"3179","CSU10077","FC-019",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,5,5,0,0,NA
"3180","CSU10078","FC-066",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,50,50,0,0,NA
"3181","CSU10079","FC-066",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,8,8,0,0,NA
"3182","CSU10080","FC-066gr",2016,35,2016-08-30,"LC","G","Cx.","pipiens","F",7,0,7,0,0,NA
"3183","CSU10081","FC-014",2016,35,2016-08-30,"LC","L","Cx.","pipiens","F",0,22,22,0,0,NA
"3184","CSU10082","FC-011",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,NA
"3185","CSU10083","FC-011",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,50,50,0,0,NA
"3186","CSU10084","FC-011",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,38,38,0,0,NA
"3187","CSU10085","FC-015",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,4,4,0,0,NA
"3188","CSU10086","FC-058",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,2,2,0,0,NA
"3189","CSU10087","FC-063gr",2016,35,2016-08-31,"LC","G","Cx.","pipiens","F",11,0,11,0,0,NA
"3190","CSU10088","FC-049",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3191","CSU10089","FC-073",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3192","CSU10090","FC-073",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3193","CSU10091","FC-061",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,NA
"3194","CSU10092","FC-061",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,9,9,0,0,NA
"3195","CSU10093","FC-052",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3196","CSU10094","FC-060",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3197","CSU10095","FC-090gr",2016,35,2016-08-31,"LC","G","Cx.","pipiens","F",14,0,14,0,0,NA
"3198","CSU10096","FC-041",2016,35,2016-08-31,"LC","L","Cx.","tarsalis","F",0,8,8,0,0,NA
"3199","CSU10097","FC-041",2016,35,2016-08-31,"LC","L","Cx.","pipiens","F",0,5,5,1,0,NA
"3200","CSU10098","FC-057",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3201","CSU10099","FC-001",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,NA
"3202","CSU10100","FC-037",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,NA
"3203","CSU10101","FC-068",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,NA
"3204","CSU10102","FC-089gr",2016,35,2016-09-01,"LC","G","Cx.","pipiens","F",5,0,5,0,0,NA
"3205","CSU10103","FC-054",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,NA
"3206","CSU10104","FC-062",2016,35,2016-09-01,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3207","CSU10105","FC-029gr",2016,35,2016-09-01,"LC","G","Cx.","pipiens","F",12,0,12,0,0,NA
"3208","CSU10106","FC-029",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,1,1,1,0,NA
"3209","CSU10107","FC-029",2016,35,2016-09-01,"LC","L","Cx.","pipiens","F",0,1,1,0,0,NA
"3210","CSU10108","FC-093",2016,35,2016-09-01,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,NA
"3211","CSU10109","FC-093",2016,35,2016-09-01,"LC","L","Cx.","pipiens","F",0,3,3,0,0,NA
"3212","CSU10110","FC-046",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3213","CSU10111","FC-023",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,7,7,0,0,55.55
"3214","CSU10112","FC-050",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3215","CSU10113","FC-050",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,6,6,0,0,38.22
"3216","CSU10114","FC-066",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3217","CSU10115","FC-066",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,50,50,0,0,55.55
"3218","CSU10116","FC-066",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,50,50,0,0,55.55
"3219","CSU10117","FC-066",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,26,26,0,0,55.55
"3220","CSU10118","FC-038",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,55.55
"3221","CSU10119","FC-038",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,30,30,0,0,55.55
"3222","CSU10120","FC-034",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3223","CSU10121","FC-069",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3224","CSU10122","FC-069",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,6,6,0,0,55.55
"3225","CSU10123","FC-040",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,55.55
"3226","CSU10124","FC-040",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,25,25,0,0,55.55
"3227","CSU10125","FC-040gr",2016,36,2012-09-05,"LC","G","Cx.","pipiens","F",21,0,21,0,0,55.55
"3228","CSU10126","FC-031",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,1,1,0,0,55.55
"3229","CSU10127","FC-036",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,19,19,0,0,55.55
"3230","CSU10128","FC-036",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,23,23,0,0,37.18
"3231","CSU10129","FC-059",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3232","CSU10130","FC-059",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,12,12,0,0,55.55
"3233","CSU10131","FC-019",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,38.09
"3234","CSU10132","FC-027",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3235","CSU10133","FC-027",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,12,12,0,0,55.55
"3236","CSU10134","FC-072",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,12,12,0,0,55.55
"3237","CSU10135","FC-091gr",2016,36,2012-09-05,"LC","G","Cx.","pipiens","F",3,0,3,0,0,55.55
"3238","CSU10136","FC-067",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3239","CSU10137","FC-066gr",2016,36,2012-09-05,"LC","G","Cx.","pipiens","F",19,0,19,0,0,55.55
"3240","CSU10138","FC-092gr",2016,36,2012-09-05,"LC","G","Cx.","pipiens","F",7,0,7,0,0,55.55
"3241","CSU10139","FC-006",2016,36,2012-09-05,"LC","L","Cx.","pipiens","F",0,31,31,0,0,55.55
"3242","CSU10140","FC-075gr",2016,36,2012-09-05,"LC","G","Cx.","pipiens","F",8,0,8,0,0,55.55
"3243","CSU10141","FC-075",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3244","CSU10142","FC-064",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,55.55
"3245","CSU10143","FC-039",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,55.55
"3246","CSU10144","FC-074",2016,36,2012-09-05,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3247","CSU10145","FC-011",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,55.55
"3248","CSU10146","FC-011",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,50,50,0,0,55.55
"3249","CSU10147","FC-011",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,43,43,0,0,55.55
"3250","CSU10148","FC-041",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,55.55
"3251","CSU10149","FC-037",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,55.55
"3252","CSU10150","FC-052",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,2,2,0,0,55.55
"3253","CSU10151","FC-073",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3254","CSU10152","FC-049",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,11,11,0,0,55.55
"3255","CSU10153","FC-061",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,8,8,0,0,55.55
"3256","CSU10154","FC-061",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,3,3,0,0,55.55
"3257","CSU10155","FC-090gr",2016,36,2012-09-06,"LC","G","Cx.","pipiens","F",14,0,14,0,0,38.29
"3258","CSU10156","FC-063",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,37.06
"3259","CSU10157","FC-001",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3260","CSU10158","FC-001",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,3,3,0,0,55.55
"3261","CSU10159","FC-015",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3262","CSU10160","FC-015",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,3,3,0,0,55.55
"3263","CSU10161","FC-060",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,55.55
"3264","CSU10162","FC-029gr",2016,36,2012-09-06,"LC","G","Cx.","pipiens","F",7,0,7,0,0,55.55
"3265","CSU10163","FC-058",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3266","CSU10164","FC-093",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,7,7,0,0,55.55
"3267","CSU10165","FC-093",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,5,5,0,0,37.29
"3268","CSU10166","FC-029",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,55.55
"3269","CSU10167","FC-029",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,2,2,0,0,55.55
"3270","CSU10168","FC-068",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,1,1,0,0,39.53
"3271","CSU10169","FC-089gr",2016,36,2012-09-06,"LC","G","Cx.","pipiens","F",14,0,14,0,0,55.55
"3272","CSU10170","FC-062",2016,36,2012-09-06,"LC","L","Cx.","tarsalis","F",0,8,8,0,0,55.55
"3273","CSU10171","FC-062",2016,36,2012-09-06,"LC","L","Cx.","pipiens","F",0,3,3,0,0,38.21
"3274","CSU10172","FC-037",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,1,1,0,0,55.55
"3275","CSU10173","FC-062",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3276","CSU10174","FC-029gr",2016,37,2016-09-13,"LC","G","Cx.","pipiens","F",4,0,4,0,0,55.55
"3277","CSU10175","FC-029",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3278","CSU10176","FC-093",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,2,2,0,0,55.55
"3279","CSU10177","FC-068",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3280","CSU10178","FC-071",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
"3281","CSU10179","FC-014",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3282","CSU10180","FC-014",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,3,3,0,0,55.55
"3283","CSU10181","FC-019",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,2,2,0,0,55.55
"3284","CSU10182","FC-067",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3285","CSU10183","FC-072",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,3,3,0,0,55.55
"3286","CSU10184","FC-092gr",2016,37,2016-09-13,"LC","G","Cx.","pipiens","F",1,0,1,0,0,55.55
"3287","CSU10185","FC-006",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,1,1,0,0,55.55
"3288","CSU10186","FC-006",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,7,7,0,0,55.55
"3289","CSU10187","FC-036",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,55.55
"3290","CSU10188","FC-036",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,4,4,0,0,55.55
"3291","CSU10189","FC-066",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,6,6,0,0,55.55
"3292","CSU10190","FC-066",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,55,55,0,0,55.55
"3293","CSU10191","FC-038",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,5,5,0,0,55.55
"3294","CSU10192","FC-038",2016,37,2016-09-13,"LC","L","Cx.","pipiens","F",0,6,6,0,0,55.55
"3295","CSU10193","FC-069",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,4,4,0,0,55.55
"3296","CSU10194","FC-040",2016,37,2016-09-13,"LC","L","Cx.","tarsalis","F",0,2,2,0,0,55.55
